"","ST","Year","Cluster","Fraction","Num","TotalYearCluster"
"580","14",2005,"1352",0.00746268656716418,134,1
"581","14",2006,"1352",0,127,0
"582","14",2007,"1352",0,140,0
"583","14",2008,"1352",0,159,0
"584","14",2009,"1352",0,192,0
"585","14",2010,"1352",0,196,0
"586","14",2011,"1352",0,222,0
"587","14",2012,"1352",0,277,0
"588","14",2013,"1352",0,255,0
"589","14",2014,"1352",0,265,0
"590","14",2015,"1352",0,303,0
"591","14",2016,"1352",0,300,0
"592","14",2017,"1352",0,355,0
"593","404",2002,"1373",0,83,0
"594","404",2003,"1373",0,121,0
"595","404",2004,"1373",0,125,0
"596","404",2005,"1373",0,134,0
"597","404",2006,"1373",0,127,0
"598","404",2007,"1373",0,140,0
"599","404",2008,"1373",0,159,0
"600","404",2009,"1373",0,192,0
"601","404",2010,"1373",0,196,0
"602","404",2011,"1373",0.0045045045045045,222,1
"603","404",2012,"1373",0,277,0
"604","404",2013,"1373",0,255,0
"605","404",2014,"1373",0,265,0
"606","404",2015,"1373",0,303,0
"607","404",2016,"1373",0,300,0
"608","404",2017,"1373",0,355,0
"609","14",2002,"1383",0,83,0
"610","14",2003,"1383",0,121,0
"611","14",2004,"1383",0,125,0
"612","14",2005,"1383",0,134,0
"613","14",2006,"1383",0,127,0
"614","14",2007,"1383",0,140,0
"615","14",2008,"1383",0,159,0
"616","14",2009,"1383",0,192,0
"617","14",2010,"1383",0,196,0
"618","14",2011,"1383",0,222,0
"619","14",2012,"1383",0,277,0
"620","14",2013,"1383",0,255,0
"621","14",2014,"1383",0.00377358490566038,265,1
"622","14",2015,"1383",0,303,0
"623","14",2016,"1383",0,300,0
"624","14",2017,"1383",0,355,0
"625","550",2002,"4443",0,83,0
"626","550",2003,"4443",0,121,0
"627","550",2004,"4443",0,125,0
"628","550",2005,"4443",0,134,0
"629","550",2006,"4443",0,127,0
"630","550",2007,"4443",0,140,0
"631","550",2008,"4443",0,159,0
"632","550",2009,"4443",0,192,0
"633","550",2010,"4443",0,196,0
"634","550",2011,"4443",0,222,0
"635","550",2012,"4443",0.0072202166064982,277,2
"636","550",2013,"4443",0,255,0
"637","550",2014,"4443",0,265,0
"638","550",2015,"4443",0.0033003300330033,303,1
"639","550",2016,"4443",0,300,0
"640","550",2017,"4443",0,355,0
"641","550",2002,"4449",0,83,0
"642","550",2003,"4449",0,121,0
"643","550",2004,"4449",0,125,0
"644","550",2005,"4449",0,134,0
"645","550",2006,"4449",0,127,0
"646","550",2007,"4449",0,140,0
"647","550",2008,"4449",0.00628930817610063,159,1
"648","550",2009,"4449",0,192,0
"649","550",2010,"4449",0,196,0
"650","550",2011,"4449",0,222,0
"651","550",2012,"4449",0,277,0
"652","550",2013,"4449",0.00784313725490196,255,2
"653","550",2014,"4449",0.00377358490566038,265,1
"654","550",2015,"4449",0,303,0
"655","550",2016,"4449",0,300,0
"656","550",2017,"4449",0,355,0
"657","550",2002,"1401",0,83,0
"658","550",2003,"1401",0,121,0
"659","550",2004,"1401",0,125,0
"660","550",2005,"1401",0,134,0
"661","550",2006,"1401",0,127,0
"662","550",2007,"1401",0,140,0
"663","550",2008,"1401",0,159,0
"664","550",2009,"1401",0,192,0
"665","550",2010,"1401",0,196,0
"666","550",2011,"1401",0,222,0
"667","550",2012,"1401",0.0036101083032491,277,1
"668","550",2013,"1401",0,255,0
"669","550",2014,"1401",0,265,0
"670","550",2015,"1401",0,303,0
"671","550",2016,"1401",0,300,0
"672","550",2017,"1401",0,355,0
"673","636",2002,"1462",0,83,0
"674","636",2003,"1462",0,121,0
"675","636",2004,"1462",0,125,0
"676","636",2005,"1462",0,134,0
"677","636",2006,"1462",0,127,0
"678","636",2007,"1462",0.00714285714285714,140,1
"679","636",2008,"1462",0,159,0
"680","636",2009,"1462",0,192,0
"681","636",2010,"1462",0,196,0
"682","636",2011,"1462",0,222,0
"683","636",2012,"1462",0,277,0
"684","636",2013,"1462",0,255,0
"685","636",2014,"1462",0,265,0
"686","636",2015,"1462",0,303,0
"687","636",2016,"1462",0,300,0
"688","636",2017,"1462",0,355,0
"689","73",2002,"1906",0,83,0
"690","73",2003,"1906",0,121,0
"691","73",2004,"1906",0,125,0
"692","73",2005,"1906",0.00746268656716418,134,1
"693","73",2006,"1906",0,127,0
"694","73",2007,"1906",0,140,0
"695","73",2008,"1906",0,159,0
"696","73",2009,"1906",0,192,0
"697","73",2010,"1906",0,196,0
"698","73",2011,"1906",0,222,0
"699","73",2012,"1906",0,277,0
"700","73",2013,"1906",0,255,0
"701","73",2014,"1906",0,265,0
"702","73",2015,"1906",0,303,0
"703","73",2016,"1906",0,300,0
"704","73",2017,"1906",0,355,0
"705","73",2002,"1920",0,83,0
"706","73",2003,"1920",0,121,0
"707","73",2004,"1920",0.008,125,1
"708","73",2005,"1920",0,134,0
"709","73",2006,"1920",0,127,0
"710","73",2007,"1920",0,140,0
"711","73",2008,"1920",0,159,0
"712","73",2009,"1920",0,192,0
"713","73",2010,"1920",0,196,0
"714","73",2011,"1920",0,222,0
"715","73",2012,"1920",0,277,0
"716","73",2013,"1920",0,255,0
"717","73",2014,"1920",0,265,0
"718","73",2015,"1920",0,303,0
